arch,dtype,state_dtype,b,sq,num_k_heads,num_v_heads,head_k_dim,head_v_dim,NUM_BLOCKS_PER_V_DIM,NUM_WARPS,WARP_THREADS_K,duration
gfx942,torch.bfloat16,torch.float32,43,1,4,16,128,128,1,4,16,54.139000000000124
gfx942,torch.bfloat16,torch.float32,44,1,4,16,128,128,1,4,16,55.07899999999972
gfx942,torch.bfloat16,torch.float32,45,1,4,16,128,128,1,4,8,54.02000000000044
gfx942,torch.bfloat16,torch.float32,46,1,4,16,128,128,1,4,8,55.15899999999965
gfx942,torch.bfloat16,torch.float32,47,1,4,16,128,128,1,4,8,55.159999999998945
gfx942,torch.bfloat16,torch.float32,48,1,4,16,128,128,1,4,16,56.5590000000002
gfx942,torch.bfloat16,torch.float32,49,1,4,16,128,128,1,4,16,57.57999999999993
gfx942,torch.bfloat16,torch.float32,50,1,4,16,128,128,1,4,16,59.17899999999918
gfx942,torch.bfloat16,torch.float32,51,1,4,16,128,128,1,4,16,60.57899999999972
gfx942,torch.bfloat16,torch.float32,52,1,4,16,128,128,1,4,16,61.1190000000006
gfx942,torch.bfloat16,torch.float32,53,1,4,16,128,128,1,4,8,60.41899999999896
gfx942,torch.bfloat16,torch.float32,54,1,4,16,128,128,1,4,8,60.38000000000011
gfx942,torch.bfloat16,torch.float32,55,1,4,16,128,128,1,4,8,61.0590000000002
gfx942,torch.bfloat16,torch.float32,56,1,4,16,128,128,1,4,16,63.51999999999953
gfx942,torch.bfloat16,torch.float32,57,1,4,16,128,128,1,4,16,64.25900000000092
gfx942,torch.bfloat16,torch.float32,58,1,4,16,128,128,1,2,4,65.6190000000006
gfx942,torch.bfloat16,torch.float32,59,1,4,16,128,128,1,2,4,66.37900000000081
gfx942,torch.bfloat16,torch.float32,60,1,4,16,128,128,1,4,16,66.77900000000045
gfx942,torch.bfloat16,torch.float32,61,1,4,16,128,128,1,4,8,67.97899999999936
gfx942,torch.bfloat16,torch.float32,62,1,4,16,128,128,1,4,8,67.11899999999969
gfx942,torch.bfloat16,torch.float32,63,1,4,16,128,128,1,4,8,68.31900000000041
gfx942,torch.bfloat16,torch.float32,64,1,4,16,128,128,1,4,16,70.01899999999932
gfx942,torch.bfloat16,torch.float32,65,1,4,16,128,128,1,4,16,70.6389999999983
gfx942,torch.bfloat16,torch.float32,66,1,4,16,128,128,1,4,16,72.65999999999894
gfx942,torch.bfloat16,torch.float32,67,1,4,16,128,128,1,4,16,73.15900000000056
gfx942,torch.bfloat16,torch.float32,68,1,4,16,128,128,1,4,16,74.14000000000033
gfx942,torch.bfloat16,torch.float32,69,1,4,16,128,128,1,4,8,73.5590000000002
gfx942,torch.bfloat16,torch.float32,70,1,4,16,128,128,1,4,8,73.4989999999998
gfx942,torch.bfloat16,torch.float32,71,1,4,16,128,128,1,4,8,74.8789999999999
gfx942,torch.bfloat16,torch.float32,72,1,4,16,128,128,1,4,16,76.14000000000033
gfx942,torch.bfloat16,torch.float32,73,1,4,16,128,128,1,4,16,77.11899999999969
gfx942,torch.bfloat16,torch.float32,74,1,4,16,128,128,1,4,16,77.8189999999995
gfx942,torch.bfloat16,torch.float32,75,1,4,16,128,128,8,1,16,79.9989999999998
gfx942,torch.bfloat16,torch.float32,76,1,4,16,128,128,1,4,16,80.6190000000006
gfx942,torch.bfloat16,torch.float32,77,1,4,16,128,128,1,4,16,80.47899999999845
gfx942,torch.bfloat16,torch.float32,78,1,4,16,128,128,1,4,8,80.35899999999947
gfx942,torch.bfloat16,torch.float32,79,1,4,16,128,128,1,4,8,81.30000000000109
gfx942,torch.bfloat16,torch.float32,80,1,4,16,128,128,1,4,16,82.4990000000007
gfx942,torch.bfloat16,torch.float32,81,1,4,16,128,128,1,4,16,83.59999999999945
gfx942,torch.bfloat16,torch.float32,82,1,4,16,128,128,1,4,16,85.15899999999965
gfx942,torch.bfloat16,torch.float32,83,1,4,16,128,128,8,1,16,85.72000000000025
gfx942,torch.bfloat16,torch.float32,84,1,4,16,128,128,1,4,8,86.9989999999998
gfx942,torch.bfloat16,torch.float32,85,1,4,16,128,128,8,1,16,86.33999999999924
gfx942,torch.bfloat16,torch.float32,86,1,4,16,128,128,1,4,8,86.69899999999961
gfx942,torch.bfloat16,torch.float32,87,1,4,16,128,128,1,4,8,87.65899999999965
gfx942,torch.bfloat16,torch.float32,88,1,4,16,128,128,1,4,16,89.25900000000092
gfx942,torch.bfloat16,torch.float32,89,1,4,16,128,128,1,4,16,90.11899999999878
gfx942,torch.bfloat16,torch.float32,90,1,4,16,128,128,1,4,16,91.05900000000202
gfx942,torch.bfloat16,torch.float32,91,1,4,16,128,128,8,1,16,91.5
gfx942,torch.bfloat16,torch.float32,92,1,4,16,128,128,1,4,16,93.52000000000044
gfx942,torch.bfloat16,torch.float32,93,1,4,16,128,128,1,4,16,93.04000000000087
gfx942,torch.bfloat16,torch.float32,94,1,4,16,128,128,1,4,8,92.71900000000005
gfx942,torch.bfloat16,torch.float32,95,1,4,16,128,128,1,4,8,93.51900000000114
gfx942,torch.bfloat16,torch.float32,96,1,4,16,128,128,1,4,16,95.45900000000074
gfx942,torch.bfloat16,torch.float32,97,1,4,16,128,128,1,4,16,96.40000000000055
gfx942,torch.bfloat16,torch.float32,98,1,4,16,128,128,1,4,16,97.4389999999994
gfx942,torch.bfloat16,torch.float32,99,1,4,16,128,128,8,1,16,97.37899999999718
gfx942,torch.bfloat16,torch.float32,100,1,4,16,128,128,8,1,16,99.77900000000045
gfx942,torch.bfloat16,torch.float32,101,1,4,16,128,128,8,1,16,99.27899999999863
gfx942,torch.bfloat16,torch.float32,102,1,4,16,128,128,1,4,8,99.3189999999995
gfx942,torch.bfloat16,torch.float32,103,1,4,16,128,128,1,4,8,100.47900000000118
gfx942,torch.bfloat16,torch.float32,104,1,4,16,128,128,1,4,16,101.71900000000005
gfx942,torch.bfloat16,torch.float32,105,1,4,16,128,128,8,1,16,102.27900000000045
gfx942,torch.bfloat16,torch.float32,106,1,4,16,128,128,8,1,16,103.53900000000067
gfx942,torch.bfloat16,torch.float32,107,1,4,16,128,128,8,1,16,103.78000000000156
gfx942,torch.bfloat16,torch.float32,108,1,4,16,128,128,8,1,16,105.6190000000006
gfx942,torch.bfloat16,torch.float32,109,1,4,16,128,128,8,1,16,105.31999999999971
gfx942,torch.bfloat16,torch.float32,110,1,4,16,128,128,1,4,8,105.57999999999993
gfx942,torch.bfloat16,torch.float32,111,1,4,16,128,128,1,4,8,106.7990000000027
gfx942,torch.bfloat16,torch.float32,112,1,4,16,128,128,1,4,16,108.35900000000038
gfx942,torch.bfloat16,torch.float32,113,1,4,16,128,128,8,1,16,108.878999999999
gfx942,torch.bfloat16,torch.float32,114,1,4,16,128,128,1,4,16,110.07899999999972
gfx942,torch.bfloat16,torch.float32,115,1,4,16,128,128,8,1,16,109.65999999999894
gfx942,torch.bfloat16,torch.float32,116,1,4,16,128,128,8,1,16,111.679000000001
gfx942,torch.bfloat16,torch.float32,117,1,4,16,128,128,8,1,16,111.35900000000038
gfx942,torch.bfloat16,torch.float32,118,1,4,16,128,128,1,4,8,111.69900000000052
gfx942,torch.bfloat16,torch.float32,119,1,4,16,128,128,1,4,8,113.13900000000012
gfx942,torch.bfloat16,torch.float32,120,1,4,16,128,128,1,4,16,114.34000000000196
gfx942,torch.bfloat16,torch.float32,121,1,4,16,128,128,8,1,16,113.67900000000009
gfx942,torch.bfloat16,torch.float32,122,1,4,16,128,128,8,1,16,116.01999999999862
gfx942,torch.bfloat16,torch.float32,123,1,4,16,128,128,8,1,16,115.09900000000016
gfx942,torch.bfloat16,torch.float32,124,1,4,16,128,128,8,1,16,117.59899999999834
gfx942,torch.bfloat16,torch.float32,125,1,4,16,128,128,8,1,16,116.47899999999754
gfx942,torch.bfloat16,torch.float32,126,1,4,16,128,128,1,4,8,118.2589999999991
gfx942,torch.bfloat16,torch.float32,127,1,4,16,128,128,8,1,16,118.45899999999892
gfx942,torch.bfloat16,torch.float32,128,1,4,16,128,128,8,1,16,120.53999999999905
gfx942,torch.bfloat16,torch.float32,1,1,8,32,128,128,2,4,8,9.199000000000524
gfx942,torch.bfloat16,torch.float32,2,1,8,32,128,128,2,4,8,12.799000000000888
gfx942,torch.bfloat16,torch.float32,3,1,8,32,128,128,1,4,8,14.958999999998923
gfx942,torch.bfloat16,torch.float32,4,1,8,32,128,128,1,2,4,16.459000000000742
gfx942,torch.bfloat16,torch.float32,5,1,8,32,128,128,1,4,8,19.998999999999796
gfx942,torch.bfloat16,torch.float32,6,1,8,32,128,128,1,4,8,22.138999999999214
gfx942,torch.bfloat16,torch.float32,7,1,8,32,128,128,1,4,8,22.698999999998705
gfx942,torch.bfloat16,torch.float32,8,1,8,32,128,128,1,2,4,25.138999999999214
gfx942,torch.bfloat16,torch.float32,9,1,8,32,128,128,1,2,4,27.119000000000597
gfx942,torch.bfloat16,torch.float32,10,1,8,32,128,128,1,2,8,29.519000000000233
gfx942,torch.bfloat16,torch.float32,11,1,8,32,128,128,1,4,8,32.71900000000096
gfx942,torch.bfloat16,torch.float32,12,1,8,32,128,128,1,4,8,34.259000000000015
gfx942,torch.bfloat16,torch.float32,13,1,8,32,128,128,1,4,16,38.71900000000096
gfx942,torch.bfloat16,torch.float32,14,1,8,32,128,128,1,2,4,40.65899999999965
gfx942,torch.bfloat16,torch.float32,15,1,8,32,128,128,1,4,8,40.318999999999505
gfx942,torch.bfloat16,torch.float32,16,1,8,32,128,128,1,4,8,43.67899999999827
gfx942,torch.bfloat16,torch.float32,17,1,8,32,128,128,1,2,4,45.559000000001106
gfx942,torch.bfloat16,torch.float32,18,1,8,32,128,128,1,2,4,46.498999999999796
gfx942,torch.bfloat16,torch.float32,19,1,8,32,128,128,1,4,8,47.65899999999783
gfx942,torch.bfloat16,torch.float32,20,1,8,32,128,128,1,4,16,49.31999999999971
gfx942,torch.bfloat16,torch.float32,21,1,8,32,128,128,1,4,16,52.67900000000009
gfx942,torch.bfloat16,torch.float32,22,1,8,32,128,128,1,4,8,55.03899999999885
gfx942,torch.bfloat16,torch.float32,23,1,8,32,128,128,1,4,8,54.54000000000087
gfx942,torch.bfloat16,torch.float32,24,1,8,32,128,128,1,4,16,56.77900000000045
gfx942,torch.bfloat16,torch.float32,25,1,8,32,128,128,1,4,16,59.52000000000044
gfx942,torch.bfloat16,torch.float32,26,1,8,32,128,128,1,4,8,61.53900000000249
gfx942,torch.bfloat16,torch.float32,27,1,8,32,128,128,1,4,8,60.23899999999776
gfx942,torch.bfloat16,torch.float32,28,1,8,32,128,128,1,4,16,63.55899999999929
gfx942,torch.bfloat16,torch.float32,29,1,8,32,128,128,1,4,16,65.4989999999998
gfx942,torch.bfloat16,torch.float32,30,1,8,32,128,128,1,4,16,67.17899999999827
gfx942,torch.bfloat16,torch.float32,31,1,8,32,128,128,1,4,8,67.2390000000014
gfx942,torch.bfloat16,torch.float32,32,1,8,32,128,128,1,4,16,69.41899999999987
gfx942,torch.bfloat16,torch.float32,33,1,8,32,128,128,1,4,16,72.27999999999702
gfx942,torch.bfloat16,torch.float32,34,1,8,32,128,128,1,4,16,74.15899999999965
gfx942,torch.bfloat16,torch.float32,35,1,8,32,128,128,1,4,8,73.32100000000173
gfx942,torch.bfloat16,torch.float32,36,1,8,32,128,128,1,4,16,76.13900000000103
gfx942,torch.bfloat16,torch.float32,37,1,8,32,128,128,1,4,16,78.2390000000014
gfx942,torch.bfloat16,torch.float32,38,1,8,32,128,128,1,4,16,80.73999999999978
gfx942,torch.bfloat16,torch.float32,39,1,8,32,128,128,1,4,8,79.89899999999943
gfx942,torch.bfloat16,torch.float32,40,1,8,32,128,128,1,4,16,82.29899999999907
gfx942,torch.bfloat16,torch.float32,41,1,8,32,128,128,1,4,16,85.59899999999834
gfx942,torch.bfloat16,torch.float32,42,1,8,32,128,128,1,4,16,86.79900000000089
gfx942,torch.bfloat16,torch.float32,43,1,8,32,128,128,1,4,8,86.59900000000016
gfx942,torch.bfloat16,torch.float32,44,1,8,32,128,128,1,4,16,89.04100000000108
gfx942,torch.bfloat16,torch.float32,45,1,8,32,128,128,1,4,16,91.21900000000096
gfx942,torch.bfloat16,torch.float32,46,1,8,32,128,128,1,4,16,93.20000000000073
gfx942,torch.bfloat16,torch.float32,47,1,8,32,128,128,1,4,8,92.47999999999956
gfx942,torch.bfloat16,torch.float32,48,1,8,32,128,128,1,4,16,95.42000000000007
gfx942,torch.bfloat16,torch.float32,49,1,8,32,128,128,1,4,16,97.39999999999964
gfx942,torch.bfloat16,torch.float32,50,1,8,32,128,128,8,1,16,99.43899999999849
gfx942,torch.bfloat16,torch.float32,51,1,8,32,128,128,1,4,8,99.18000000000029
gfx942,torch.bfloat16,torch.float32,52,1,8,32,128,128,1,4,16,101.65899999999965
gfx942,torch.bfloat16,torch.float32,53,1,8,32,128,128,1,4,16,103.93999999999869
gfx942,torch.bfloat16,torch.float32,54,1,8,32,128,128,8,1,16,106.15899999999965
gfx942,torch.bfloat16,torch.float32,55,1,8,32,128,128,1,4,8,105.15999999999985
gfx942,torch.bfloat16,torch.float32,56,1,8,32,128,128,1,4,16,108.28000000000065
gfx942,torch.bfloat16,torch.float32,57,1,8,32,128,128,1,4,16,109.95999999999913
gfx942,torch.bfloat16,torch.float32,58,1,8,32,128,128,8,1,16,111.63899999999921
gfx942,torch.bfloat16,torch.float32,59,1,8,32,128,128,1,4,8,111.83900000000358
gfx942,torch.bfloat16,torch.float32,60,1,8,32,128,128,1,4,16,114.35999999999694
gfx942,torch.bfloat16,torch.float32,61,1,8,32,128,128,8,1,16,115.89999999999782
gfx942,torch.bfloat16,torch.float32,62,1,8,32,128,128,4,2,16,118.70000000000255
gfx942,torch.bfloat16,torch.float32,63,1,8,32,128,128,1,4,8,118.42000000000007
gfx942,torch.bfloat16,torch.float32,64,1,8,32,128,128,1,4,16,120.90000000000146
gfx942,torch.bfloat16,torch.float32,65,1,8,32,128,128,1,4,16,122.71899999999914
gfx942,torch.bfloat16,torch.float32,66,1,8,32,128,128,1,4,16,124.70000000000073
gfx942,torch.bfloat16,torch.float32,67,1,8,32,128,128,1,4,8,124.33900000000358
gfx942,torch.bfloat16,torch.float32,68,1,8,32,128,128,8,1,16,126.79900000000453
gfx942,torch.bfloat16,torch.float32,69,1,8,32,128,128,8,1,16,128.3610000000008
gfx942,torch.bfloat16,torch.float32,70,1,8,32,128,128,8,1,16,129.89999999999964
gfx942,torch.bfloat16,torch.float32,71,1,8,32,128,128,8,1,16,130.15900000000147
gfx942,torch.bfloat16,torch.float32,72,1,8,32,128,128,8,1,16,132.15899999999783
gfx942,torch.bfloat16,torch.float32,73,1,8,32,128,128,8,1,16,134.4389999999985
gfx942,torch.bfloat16,torch.float32,74,1,8,32,128,128,8,1,16,136.23999999999978
gfx942,torch.bfloat16,torch.float32,75,1,8,32,128,128,1,4,8,137.36000000000058
gfx942,torch.bfloat16,torch.float32,76,1,8,32,128,128,1,4,16,139.4390000000003
gfx942,torch.bfloat16,torch.float32,77,1,8,32,128,128,8,1,16,140.6010000000024
gfx942,torch.bfloat16,torch.float32,78,1,8,32,128,128,8,1,16,141.8000000000011
gfx942,torch.bfloat16,torch.float32,79,1,8,32,128,128,1,4,8,143.7400000000016
gfx942,torch.bfloat16,torch.float32,80,1,8,32,128,128,8,1,16,145.4190000000017
gfx942,torch.bfloat16,torch.float32,81,1,8,32,128,128,8,1,16,146.3000000000011
gfx942,torch.bfloat16,torch.float32,82,1,8,32,128,128,8,1,16,147.64000000000124
gfx942,torch.bfloat16,torch.float32,83,1,8,32,128,128,8,1,16,149.10000000000218
gfx942,torch.bfloat16,torch.float32,84,1,8,32,128,128,8,1,16,152.10000000000218
gfx942,torch.bfloat16,torch.float32,85,1,8,32,128,128,8,1,16,152.65999999999985
gfx942,torch.bfloat16,torch.float32,86,1,8,32,128,128,8,1,16,154.77900000000045
gfx942,torch.bfloat16,torch.float32,87,1,8,32,128,128,8,1,16,157.0
gfx942,torch.bfloat16,torch.float32,88,1,8,32,128,128,8,1,16,158.31899999999587
gfx942,torch.bfloat16,torch.float32,89,1,8,32,128,128,8,1,16,159.61899999999878
gfx942,torch.bfloat16,torch.float32,90,1,8,32,128,128,8,1,16,161.0809999999983
gfx942,torch.bfloat16,torch.float32,91,1,8,32,128,128,8,1,16,162.4800000000032
gfx942,torch.bfloat16,torch.float32,92,1,8,32,128,128,8,1,16,164.11900000000242
gfx942,torch.bfloat16,torch.float32,93,1,8,32,128,128,8,1,16,165.30099999999948
gfx942,torch.bfloat16,torch.float32,94,1,8,32,128,128,8,1,16,167.6190000000006
gfx942,torch.bfloat16,torch.float32,95,1,8,32,128,128,8,1,16,169.28000000000247
gfx942,torch.bfloat16,torch.float32,96,1,8,32,128,128,8,1,16,170.479000000003
gfx942,torch.bfloat16,torch.float32,97,1,8,32,128,128,8,1,16,172.0809999999983
gfx942,torch.bfloat16,torch.float32,98,1,8,32,128,128,8,1,16,174.0600000000013
gfx942,torch.bfloat16,torch.float32,99,1,8,32,128,128,8,1,16,176.0199999999968
gfx942,torch.bfloat16,torch.float32,100,1,8,32,128,128,4,2,16,176.40099999999984
gfx942,torch.bfloat16,torch.float32,101,1,8,32,128,128,8,1,16,177.45900000000074
gfx942,torch.bfloat16,torch.float32,102,1,8,32,128,128,8,1,16,179.61900000000242
gfx942,torch.bfloat16,torch.float32,103,1,8,32,128,128,8,1,16,180.74000000000342
gfx942,torch.bfloat16,torch.float32,104,1,8,32,128,128,8,1,16,182.7990000000027
gfx942,torch.bfloat16,torch.float32,105,1,8,32,128,128,8,1,16,184.00000000000182
gfx942,torch.bfloat16,torch.float32,106,1,8,32,128,128,8,1,16,185.43900000000212
gfx942,torch.bfloat16,torch.float32,107,1,8,32,128,128,8,1,16,186.97899999999936
gfx942,torch.bfloat16,torch.float32,108,1,8,32,128,128,4,2,16,188.92099999999846
gfx942,torch.bfloat16,torch.float32,109,1,8,32,128,128,8,1,16,190.87899999999718
gfx942,torch.bfloat16,torch.float32,110,1,8,32,128,128,8,1,16,191.6989999999987
gfx942,torch.bfloat16,torch.float32,111,1,8,32,128,128,8,1,16,192.9399999999987
gfx942,torch.bfloat16,torch.float32,112,1,8,32,128,128,8,1,16,195.62099999999919
gfx942,torch.bfloat16,torch.float32,113,1,8,32,128,128,8,1,16,196.85900000000038
gfx942,torch.bfloat16,torch.float32,114,1,8,32,128,128,8,1,16,198.07999999999993
gfx942,torch.bfloat16,torch.float32,115,1,8,32,128,128,8,1,16,199.93900000000212
gfx942,torch.bfloat16,torch.float32,116,1,8,32,128,128,8,1,16,201.64000000000306
gfx942,torch.bfloat16,torch.float32,117,1,8,32,128,128,4,2,16,202.72099999999773
gfx942,torch.bfloat16,torch.float32,118,1,8,32,128,128,4,2,16,205.23899999999958
gfx942,torch.bfloat16,torch.float32,119,1,8,32,128,128,8,1,16,205.5600000000013
gfx942,torch.bfloat16,torch.float32,120,1,8,32,128,128,8,1,16,207.93900000000212
gfx942,torch.bfloat16,torch.float32,121,1,8,32,128,128,4,2,16,209.54100000000108
gfx942,torch.bfloat16,torch.float32,122,1,8,32,128,128,8,1,16,210.54000000000087
gfx942,torch.bfloat16,torch.float32,123,1,8,32,128,128,8,1,16,212.02000000000044
gfx942,torch.bfloat16,torch.float32,124,1,8,32,128,128,8,1,16,213.37900000000081
gfx942,torch.bfloat16,torch.float32,125,1,8,32,128,128,8,1,16,215.30099999999948
gfx942,torch.bfloat16,torch.float32,126,1,8,32,128,128,8,1,16,216.85900000000402
gfx942,torch.bfloat16,torch.float32,127,1,8,32,128,128,4,2,16,217.53999999999724
gfx942,torch.bfloat16,torch.float32,128,1,8,32,128,128,8,1,16,220.41899999999805
gfx942,torch.bfloat16,torch.float32,1,1,16,64,128,128,2,4,8,12.639000000002852
gfx942,torch.bfloat16,torch.float32,2,1,16,64,128,128,1,2,4,16.938999999998487
gfx942,torch.bfloat16,torch.float32,3,1,16,64,128,128,1,4,8,22.699000000004162
gfx942,torch.bfloat16,torch.float32,4,1,16,64,128,128,1,2,8,25.59900000000198
gfx942,torch.bfloat16,torch.float32,5,1,16,64,128,128,1,2,8,29.519000000000233
gfx942,torch.bfloat16,torch.float32,6,1,16,64,128,128,1,4,8,34.27900000000227
gfx942,torch.bfloat16,torch.float32,7,1,16,64,128,128,1,4,16,40.87999999999738
gfx942,torch.bfloat16,torch.float32,8,1,16,64,128,128,1,4,16,43.698999999996886
gfx942,torch.bfloat16,torch.float32,9,1,16,64,128,128,1,2,4,46.31999999999971
gfx942,torch.bfloat16,torch.float32,10,1,16,64,128,128,1,4,8,49.71900000000096
gfx942,torch.bfloat16,torch.float32,11,1,16,64,128,128,1,4,16,54.879000000000815
gfx942,torch.bfloat16,torch.float32,12,1,16,64,128,128,1,4,16,56.89900000000125
gfx942,torch.bfloat16,torch.float32,13,1,16,64,128,128,1,4,16,60.998999999999796
gfx942,torch.bfloat16,torch.float32,14,1,16,64,128,128,1,4,16,63.67900000000009
gfx942,torch.bfloat16,torch.float32,15,1,16,64,128,128,1,4,16,66.82000000000335
gfx942,torch.bfloat16,torch.float32,16,1,16,64,128,128,1,4,16,69.53999999999724
gfx942,torch.bfloat16,torch.float32,17,1,16,64,128,128,1,4,8,75.0199999999968
gfx942,torch.bfloat16,torch.float32,18,1,16,64,128,128,1,4,16,76.2609999999986
gfx942,torch.bfloat16,torch.float32,19,1,16,64,128,128,1,4,16,81.01900000000023
gfx942,torch.bfloat16,torch.float32,20,1,16,64,128,128,1,4,16,81.8189999999995
gfx942,torch.bfloat16,torch.float32,21,1,16,64,128,128,1,4,16,86.77899999999863
gfx942,torch.bfloat16,torch.float32,22,1,16,64,128,128,1,4,16,89.01900000000023
gfx942,torch.bfloat16,torch.float32,23,1,16,64,128,128,8,1,16,93.61999999999898
gfx942,torch.bfloat16,torch.float32,24,1,16,64,128,128,1,4,16,95.62000000000262
gfx942,torch.bfloat16,torch.float32,25,1,16,64,128,128,8,1,16,98.99899999999616
gfx942,torch.bfloat16,torch.float32,26,1,16,64,128,128,1,4,16,101.43899999999849
gfx942,torch.bfloat16,torch.float32,27,1,16,64,128,128,8,1,16,105.13899999999921
gfx942,torch.bfloat16,torch.float32,28,1,16,64,128,128,1,4,8,108.3189999999995
gfx942,torch.bfloat16,torch.float32,29,1,16,64,128,128,8,1,16,111.99899999999616
gfx942,torch.bfloat16,torch.float32,30,1,16,64,128,128,1,4,16,114.61899999999514
gfx942,torch.bfloat16,torch.float32,31,1,16,64,128,128,8,1,16,118.29999999999927
gfx942,torch.bfloat16,torch.float32,32,1,16,64,128,128,1,4,16,120.98099999999613
gfx942,torch.bfloat16,torch.float32,33,1,16,64,128,128,1,4,16,124.57999999999447
gfx942,torch.bfloat16,torch.float32,34,1,16,64,128,128,8,1,16,126.62099999999919
gfx942,torch.bfloat16,torch.float32,35,1,16,64,128,128,8,1,16,130.15999999999985
gfx942,torch.bfloat16,torch.float32,36,1,16,64,128,128,8,1,16,131.41999999999462
gfx942,torch.bfloat16,torch.float32,37,1,16,64,128,128,8,1,16,135.81900000000314
gfx942,torch.bfloat16,torch.float32,38,1,16,64,128,128,1,4,16,139.52000000000407
gfx942,torch.bfloat16,torch.float32,39,1,16,64,128,128,8,1,16,142.17899999999645
gfx942,torch.bfloat16,torch.float32,40,1,16,64,128,128,8,1,16,146.21899999999732
gfx942,torch.bfloat16,torch.float32,41,1,16,64,128,128,8,1,16,149.3989999999976
gfx942,torch.bfloat16,torch.float32,42,1,16,64,128,128,8,1,16,152.54000000000087
gfx942,torch.bfloat16,torch.float32,43,1,16,64,128,128,8,1,16,155.52000000000044
gfx942,torch.bfloat16,torch.float32,44,1,16,64,128,128,8,1,16,158.75999999999476
gfx942,torch.bfloat16,torch.float32,45,1,16,64,128,128,8,1,16,160.8989999999976
gfx942,torch.bfloat16,torch.float32,46,1,16,64,128,128,4,2,16,164.49999999999636
gfx942,torch.bfloat16,torch.float32,47,1,16,64,128,128,8,1,16,168.03999999999724
gfx942,torch.bfloat16,torch.float32,48,1,16,64,128,128,8,1,16,170.70000000000073
gfx942,torch.bfloat16,torch.float32,49,1,16,64,128,128,4,2,16,174.0789999999979
gfx942,torch.bfloat16,torch.float32,50,1,16,64,128,128,8,1,16,177.04099999999744
gfx942,torch.bfloat16,torch.float32,51,1,16,64,128,128,4,2,16,179.83900000000358
gfx942,torch.bfloat16,torch.float32,52,1,16,64,128,128,8,1,16,182.46000000000276
gfx942,torch.bfloat16,torch.float32,53,1,16,64,128,128,8,1,16,185.0809999999983
gfx942,torch.bfloat16,torch.float32,54,1,16,64,128,128,4,2,16,189.88000000000102
gfx942,torch.bfloat16,torch.float32,55,1,16,64,128,128,8,1,16,191.63900000000285
gfx942,torch.bfloat16,torch.float32,56,1,16,64,128,128,8,1,16,194.9599999999955
gfx942,torch.bfloat16,torch.float32,57,1,16,64,128,128,8,1,16,198.4389999999985
gfx942,torch.bfloat16,torch.float32,58,1,16,64,128,128,4,1,16,202.11899999999878
gfx942,torch.bfloat16,torch.float32,59,1,16,64,128,128,8,1,16,204.9190000000017
gfx942,torch.bfloat16,torch.float32,60,1,16,64,128,128,4,2,16,207.6009999999951
gfx942,torch.bfloat16,torch.float32,61,1,16,64,128,128,8,1,16,210.55899999999747
gfx942,torch.bfloat16,torch.float32,62,1,16,64,128,128,4,2,16,214.4210000000021
gfx942,torch.bfloat16,torch.float32,63,1,16,64,128,128,8,1,16,217.95899999999529
gfx942,torch.bfloat16,torch.float32,64,1,16,64,128,128,4,1,16,221.0
gfx942,torch.bfloat16,torch.float32,65,1,16,64,128,128,4,2,16,223.84100000000035
gfx942,torch.bfloat16,torch.float32,66,1,16,64,128,128,8,1,16,226.35900000000038
gfx942,torch.bfloat16,torch.float32,67,1,16,64,128,128,4,1,16,229.84000000000015
gfx942,torch.bfloat16,torch.float32,68,1,16,64,128,128,8,1,16,233.26100000000588
gfx942,torch.bfloat16,torch.float32,69,1,16,64,128,128,8,1,16,234.7609999999986
gfx942,torch.bfloat16,torch.float32,70,1,16,64,128,128,8,1,16,238.67899999999645
gfx942,torch.bfloat16,torch.float32,71,1,16,64,128,128,8,1,16,241.04100000000108
gfx942,torch.bfloat16,torch.float32,72,1,16,64,128,128,4,1,16,245.4190000000017
gfx942,torch.bfloat16,torch.float32,73,1,16,64,128,128,8,1,16,247.2390000000014
gfx942,torch.bfloat16,torch.float32,74,1,16,64,128,128,8,1,16,251.4409999999989
gfx942,torch.bfloat16,torch.float32,75,1,16,64,128,128,8,1,16,253.4409999999989
gfx942,torch.bfloat16,torch.float32,76,1,16,64,128,128,4,1,16,257.8999999999942
gfx942,torch.bfloat16,torch.float32,77,1,16,64,128,128,4,1,16,260.4599999999991
gfx942,torch.bfloat16,torch.float32,78,1,16,64,128,128,4,1,16,263.26000000000204
gfx942,torch.bfloat16,torch.float32,79,1,16,64,128,128,4,1,16,266.63999999999214
gfx942,torch.bfloat16,torch.float32,80,1,16,64,128,128,8,1,16,269.51900000000023
gfx942,torch.bfloat16,torch.float32,81,1,16,64,128,128,4,2,16,273.6999999999971
gfx942,torch.bfloat16,torch.float32,82,1,16,64,128,128,4,1,16,275.72000000000116
gfx942,torch.bfloat16,torch.float32,83,1,16,64,128,128,8,1,16,278.6389999999992
gfx942,torch.bfloat16,torch.float32,84,1,16,64,128,128,4,1,16,281.380000000001
gfx942,torch.bfloat16,torch.float32,85,1,16,64,128,128,4,1,16,284.0799999999981
gfx942,torch.bfloat16,torch.float32,86,1,16,64,128,128,4,1,16,288.34000000000015
gfx942,torch.bfloat16,torch.float32,87,1,16,64,128,128,4,1,16,291.6189999999988
gfx942,torch.bfloat16,torch.float32,88,1,16,64,128,128,4,1,16,293.9999999999927
